Company,Position,Location,Tags,Description,URL,Salary_Min,Salary_Max,Date,ID
AllBooked,Software Engineer Full Stack,Remote in Europe/Central European Timezone,software; full-stack; technical; developer; test; growth; management; engineer; full-time; digital nomad,"FULL-TIME / 100% Remote / Within Europe, or Central European Time Zone (CET) Compensation: $65,000 to $75,000 USD per year (Depending on experience and qualifications) ____________________________________________________________________________ Skedda is a leading global booking management platform dedicated to streamlining venue and space reservations and scheduling. We serve over 7,000 customers and nearly two million users across the world. Today, the product includes functionality such as floor plan visualizations, venue booking, pricing and payments capabilities, and utilization reports and analytics. Skedda has won awards from G2, Capterra, and SoftwareAdvice. AllBooked by Skedda is our business unit focused on businesses monetizing their venues. Our customers include athletic facilities, studios, creative spaces, event venues, community centers, and coworking spaces. We're experiencing significant growth in our AllBooked segment, making it an exciting time to join the AllBooked team. We are seeking a full-stack developer to take on a key role in delivering new features across the stack, from concept to launch. This role involves owning the technical aspects of projects, implementing full test automation, and solving complex, interesting challenges. You will research, test, and implement new technologies while collaborating closely with the team on design, coding standards, and best practices. Responsibilities Provide mid-level iPlease mention the word **ENRAPT** and tag RNjguMTAxLjExNy4xNzI= when applying to show you read the job post completely (#RNjguMTAxLjExNy4xNzI=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-software-engineer-full-stack-allbooked-1129618,65000,75000,2026-01-18T00:00:32+00:00,1129618
