Company,Position,Location,Tags,Description,URL,Salary_Min,Salary_Max,Date,ID
House of Representatives,Senior Software Engineer,"Washington, District of Columbia",government; federal; software-engineering,,https://www.usajobs.gov:443/job/853789200,120000,144000,2026-01-09T10:02:40.0370,853789200
