Company,Department,Position,PositionID,Location,LocationDisplay,JobCategory,Tags,Description,MajorDuties,Education,Requirements,HowToApply,Benefits,URL,Salary_Min,Salary_Max,Salary_Rate,StartDate,EndDate,ApplicationCloseDate,SecurityClearance,TeleworkEligible,RemoteIndicator,ID
House of Representatives,Legislative Branch,Senior Software Engineer,req4139,"Washington, District of Columbia","Washington, District of Columbia",Information Technology Management,government; federal; software-engineering,"The Office of the Clerk serves as the official record keeper of the US House of Representatives, and supports the nonpartisan legislative functions of the institution, including disseminating legislative information and supporting technological advancement. With an abiding dedication to service, transparency, and accessibility Legislative Computer Systems is building the next generation of applications to support this mission and provide information to our government partners and to the public.","Description Closing Date: Open Until Filled Our team is mission-driven and works collaboratively across multiple teams and projects. Our systems are critical to the operations of the House, and we see the impact of our work in day-to-day operations and in the enduring capabilities we deliver. If you enjoy being in a fast-paced environment, making a difference, with new opportunities to grow your skills, we have an opportunity for you. We are looking for a Senior Software Engineer to join our Systems and Operations team in LCS. This is a senior level position where you can use your expertise to help us maintain, update, and support the Electronic Voting System (EVS) for the House of Representatives. You will be a key technical resource for all facets of the Electronic Voting System. In this capacity you will: Contribute to the EVS by designing systems, developing software, performing code reviews, fixing bugs, and supporting operations. Provide support for the EVS and users and ensure that systems are secure and available.",,,Qualified candidates please submit your resume online by following the instructions in this link.,,https://www.usajobs.gov:443/job/853789200,120000,144000,Per Year,2026-01-09T10:02:40.0370,2026-03-31T23:59:59.9970,2026-03-31T23:59:59.9970,Not Required,No,No,853789200
